Res	Resprod
"Dans cette émission Alexandre BALOUD aborde les thèmes de la réincarnation, les extraterrestres, la transcommunication instrumentale, la guérison miraculeuse. De nombreux spécialistes sont sur le plateau pour réagir aux faits divers. L'émission introduit aussi des témoignages de personnes dans le public, des télé-trottoirs et des réactions de vedettes enregistrées.
 - LA REINCARNATION (Réal. Gérard ROMBI, journ. Aline MORCILLO).
 - - Ce film raconte l'histoire de PIERRE ET Odette BARAT, retraités. Pierre BARAT a rêvé une vie antérieure dont il retrouve la trace à OWESTRY au Pays de Galles. PIERRE ET Odette BARAT racontent leur enquête. Leur témoignage est entrecoupé des scènes de reconstitution de leur histoire. Témoignages de Colette ROBINET, amie des BARAT et de Liliane CRETEUR qui explique comment les BARAT ont organisé leur voyage en Angleterre. Témoignages de Jacqueline CHUET qui a servi d'interprète pour les recherches en Angleterre et de l'archiviste d'OWESTRY.
 - Sur le plateau, PIERRE et Odette BARAT sont présents dans le public. Patrick DROUOT, physicien et spécialiste de la réincartion parle de ses expériences de régression dans une vie antérieure et de sa méthode pour stimuler les souvenirs. Le journaliste, Gerald MESSADIE doute de l'histoire des BARAT. Il dénonce le danger des séances de régression qu'il considère comme un ""viol de la personnalité"". Dans le public, une femme raconte comment elle a découvert qu'elle était une réincarnation de Cléopatre. Gerald MESSADIE se refuse à tout commentaire.
 - Travis WALTON (Réal. Philippe AZOULAY, journ. Christian HULEU).
 
 - - Aux Etats-Unis, des bûcherons ont vu une soucoupe volante. L'un d'eux, Travis WALTON, qui s'est approché de près, a été foudroyé et a disparu. Il raconte à son retour qu'il a été enlevé par des extraterrestres. Reconstitution de l'histoire entrecoupée des témoignages des bûcherons Travis WALTON et Mike RODGERS et du shérif Marlin GILLEPSIE (anglais doublé). Interview de Samuel LEPASTIER, psychiatre, qui pense à une hallucination collective. Pour Bud HOPKINS, spécialiste des OVNI s, il croit aux déclarations du bûcheron.
 - Sur le plateau, Bertrand MEHEUST, sociologue au CNRS, pense que les personnes qui disent avoir été enlevées par des extraterrestres sont sincères. Jean Paul ESCANDE cherche à donner un explication scientifique du phénomène qu'il attribue au domaine de la psychosomatique. Martine CASTELLO, journaliste, s'emporte et demande à ce que les médecins s'intéresse plus à ces phénomènes.
 - TRANSCOMMUNICATION INSTRUMENTALE (Réal. Bruno LEJEAN, journ. Gwenaelle CABEL et Guy SUSPLUGAS).
 - - Ce film raconte l'histoire de Adolf HOMES, représentant de commerce autrichien, qui a pu entrer en contact avec sa mère disparue par le moyen d'un magnétophone, du téléviseur, du téléphone et d'un micro-ordinateur. Témoignages de Adolf HOMES, de sa femme et de sa fille, ROSI et KERSTYN qui ont assisté aux messages (allemand doublé). Reconstitution de l'histoire avec l'insertion des messages réellement (?) reçus par Adolf HOMES. Témoignage du père François BRUNE qui affirme qu'iln'y a pas de supercherie dans cette histoire. Interview de Rémy CHAUVIN qui pense que le cerveau est capable de performances extraordinaires, jusqu'à imprimer un message sur une bande magnétique.
 - Sur le plateau, Gwenaelle CABEL et Guy SUSPLUGAS réagissent à cette histoire et écartent la supercherie. Ils assurent que les messages insérés sont authentiques. Pour Monique RUTHY, psychothérapeute, ce type de contacts avec des défunts peut entraîner de graves psychoses. Dans le public, Corinne KISACANIN, qui a écrit un livre sur son expérience, raconte comment elle a pris contact avec son mari décédé, puis avec d'autres morts et comment cela est devenu dangereux pour elle. Gabriel COTTIN, psychiatre, pense à des phénomènes intra-psychiques.
 - LE MIRACLE DE NOEL (Cosgrove-Meurer Prod.) <achat> : histoire de CHUCKY MAC GIVERN, guéri miraculeusement grâce à une médaille de Saint-John NEUMANN.
 - Sur le plateau, Jean Paul ESCANDE avoue avoir déjà rencontré des guérisons inexplicables. Dans le public, un homme raconte, les larmes aux yeux, comment il a guéri d'un cancer en phase finale. Jean Paul ESCANDE réagit favorablement à cette guérison qu'il qualifie de ""réversion cancéreuse"". Jean Luc DULUC, journaliste, pense que le cas de Chucky MAC GIVERN est extrêmmement rare et que les mystifications sont nombreuses.
 - LE BIJOU MAUDIT (Réal. Jacques RICHARD) <rediffusion du 24/06/93>.
 - Pour les thèmes concernés : diffusion d'un télé-trottoir sur la réincarnation et sur la communication avec les morts. Inserts avec le témoignage de vedettes du spectacle : Jean LEFEVRE avoue qu'il croit à la réincarnation et à l'existence des extraterrestres. Corinne LE POULAIN et André POUSSE donnent leur avis sur les extraterrestres. Daniel GELIN croit à une autre forme de vie et raconte comment il a déjà fait tourner les tables pour entrer en contact avec des esprits."	
"A l'aide de nombreuses images d'archives, Frédéric LAFFONT dresse le portrait de l'astronaute américain Walter ""Wally"" SCHIRRA, l'homme qui a volé trois fois dans l'espace. Ce héros de la conquête spatiale évoque sa jeunesse et la formidable aventure vécue durant les années soixante qui l'a emmené plusieurs fois dans l'espace. Avec deux de ses meilleurs amis, il décrit sa vie d'astronaute au quotidien en n'hésitant pas à dévoiler quelques anecdotes humoristiques.
 - Dans un premier temps, SCHIRRA nous parle de son enfance avec des parents qui faisaient des numéros d'acrobatie dans un cirque. C'est justement dans un cirque qu'il vit un numéro qui le marqua à vie : un numéro d'homme-obus. Fasciné par Lindberg, il s'engage dans l'armée et part pour la guerre de Corée, une épreuve qu'il considère comme déterminante. SCHIRRA est ensuite convoqué pour suivre des tests afin de faire partie des pilotes de chasse présélectionnés pour partir dans une sonde spatiale. Il donne les critères requis a priori pour cet emploi. A l'issue de nombreux tests physiques, il fait partie des sept pilotes retenus. SCHIRRA se souvient parfaitement du moment où il a basculé dans la célébrité : la conférence de presse où les cosmonautes furent présentés. Pour lui, a partir de ce moment là, ils devinrent des super héros.
 - Gunther WENDT, ancien responsable du pas de tir, rappelle combien le début de programme fut difficile et parsemé d'échec puis un singe fut envoyé dans l'espace. Wally SCHIRRA dit combien la concurrence était rude avec les russes, aussi le vol de GAGARINE les a tous déçus. Pour WENDT, le vol de Sheppard qui suivit fut néanmoins très émouvant.
 - KENNEDY lance alors le projet d'un vol lunaire, Wally remarque que ce discours ne lui a pas fait peur puisque KENNEDY précisait que le retour sur terre était prévu. Avec ses amis, Ernie et Gim RATHMAM, Wally se rappelle des jours heureux qu'ils passaient ensemble avec les autres pilotes, ils faisaient les choses les plus folles à Cocoa Beach.
 - L'heure du premier vol de Walter SCHIRRA arrive enfin. Il nous décrit très précisément ce qu'il fit la veille de son départ (partit à la pêche), se souvient s'être endormi durant le trajet qui le menait vers le pas de tir. WENDT et SCHIRRA évoquent le décollage de la fusée, puis SCHIRRA décrit son vol et l'accueil triomphal qu'il reçut ensuite à Houston, il se souvient de ses meilleures sensations en vol, dans l'espace.
 - Il narre ensuite son vol sur Gemini 7 qu'il teinta d'humour : en faisant croire à la base qu'ils allaient entrer en collision avec un OVNI (le TRAINEAU du Père Noël) puis en prenant en photo la constellation de gouttes gelées formée par leurs urines dispersées dans l'espace.
 - SCHIRRA parle du vol tragique d'Apollo 1 qui se solda par la mort des astronautes. WENDT rappelle que le vol suivant, mené par SCHIRRA était essentiel quant à la poursuite du programme spatial. Wally raconte, toujours avec humour, ce vol où trois jours après le décollage, les astronautes étaient tous enrhumés. Diffusion d'une publicité qu'il tourna plus tard pour le médicament Actifed. SCHIRRA prit sa retraite après ce vol. Nous le voyons aujourd'hui, discutant avec les pilotes de Top Gun, jouant sur son ordinateur à un simulateur de vol puis regardant la rubrique qui lui est consacrée dans un dictionnaire-vidéo. Il dit combien il a été chagriné de la réconciliation avec les russes, de même il parle de l'accident de la navette Challenger, pour lui le programme spatial était devenu plus politique, plus ""relation publique"". Pour conclure, nous le voyons se promenant dans le musée de l'espace, s'arrêtant devant son portrait puis celui de lindberg."	
Le week-end dernier de nombreux témoins signalent avoir vu une boule traverser le ciel. Témoignages. Météorite ou pas, l'étrange phénomène fait l'objet d'une enquête dont les résultats seront rapportés au Centre National d'Etudes Spatiales.	
En mai dernier, des météorites s'abattaient sur une zone comprise entre Cambrai, Douai et Valenciennes. Les chercheurs du CNRS sont à la recherche de ces petits morceaux de planète et l'un de ces scientifiques nous explique pourquoi. Claude PERRON nous présente un exemplaire d'une météorite. Adresse : MNHN /DHT/Lemé - CP 52 - 57 rue Cuvier - 75231 Paris Cedex 05	
"Une ""poussière"" d'étoile l'image est tout à la fois poétique mais ""scientifique"" également les chercheurs s'intéressent en effet de très près aux ""fines"" particules ramenées sur terre ce dimanche par la mission STARDUST exemple avec ce physicien de Villeneuve d'Ascq il commencera prochainement ses travaux qui permettront ""peut être"" d'ouvrir une fenêtre sur l'univers COM Hugues LEROUX attend un cadeau du ciel et de la NASA. Ce matin, pour la première fois, la sonde américaine STARDUST a ramené sur terre des poussières de comète, moins d'un microgrammes soit le poids d'un cheveu. A travers le monde, seuls 25 laboratoires ont été sélectionnés par la NASA pour analyser cet échantillon. Celui d'Hugues LEROUX en fait partie. C'est sous cette forme que les poussières de comètes arriveront à Lille. Des plaques d'aluminium dans lesquelles les particules ont percé des cratères. A l'aide de microscopes électroniques, les chercheurs Lillois devront y traquer et analyser les traces de matières extra terrestres, vieilles de 4,5 milliards d'années et tenter notamment d'expliquer l'apparition de la vie sur terre. Après une période de quarantaine, l'échantillon arrivera à Lille début février. Les scientifiques estiment en avoir pour près de 10 ans à étudier ce microgramme de poussière spatiale."	
Philippe nous emmène à la rencontre de l'Espace D'abord en Belgique à l'Eurospace Center, ou les enfants mais aussi les adultes peuvent s'entraîner au maniement de la navette spatiale, mais aussi à marcher dans l'espace etc Cette découverte se fait en compagnie de Pierre EMMANUEL, qui est aussi un collectionneur de différents objets de l'espace ou sur l'espace. Il nous raconte qu'en 1979 il a vu des ovni dans le ciel Rencontre avec Olivier de Lambersart qui crée sur ordinateur des engins spatiaux de demain et même un ascenseur spatial pour aller directement dans l'espace de chez soi Enfin Philippe rencontre un couple de Bruxelles qui étudient depuis 10 ans les Ummo, un peuple d'extraterrestre qui vit chez nous et nous envoie des lettres depuis janvier 1966 !	
"Les ""crops circles"", vous en avez peut-être déjà vu en photo ou dans des films. Ce sont ces traces laissées dans les champs de blés et formant chaque fois d'étranges et gigantesques dessins géométriques. Le phénomène est apparu dans les années 80 certains l'attribuent aux extra-terrestres, d'autres cherchent des explications plus rationnelles, c'est le cas d'Umberto MOLINARO, un architecte qui habite à Wattignies, Il vient de publier un livre sur le sujet COM Plus de 10 ans d'enquête et de recherche mais toujours les mêmes questions, la même volonté de comprendre et une conviction. Umberto MOLINARO en est persuadé les Crop Circles ne sont pas l'oeuvre d'humains. Tout a commencé pour cet architecte en 1996 avec cette figure apparue en moins d'une heure dans un champ de blé de Stonhege, Haut lieu historique de Grande Bretagne. Depuis, il cherche, rassemble des informations des mathématiciens se sont penchés sur le phénomène mettant en évidence dans chacune des figures, les règles de la géométrie sacrée, utilisée dans l'Egypte antique jusqu'au temps des cathédrales. Autre constatation troublante l'état du blé dans les cercles. S'il écarte toute intervention humaine, Umberto MOLINARO ne croit pas non plus aux extraterrestres. Dans son livre, il évoque les effets de l'énergie, la force des ondes électromagnétiques. C'est dans la voie d'une force de vie que l'auteur continuera a chercher. Cette force qui, selon lui, nous enverrait un message d'harmonie et de beauté que nous recevons loin, encore de pouvoir le comprendre. www.cerclesdans lanuit. free. fr"	
Des ufologues se sont réunis pour débattre des phénomènes lumineux observés cet été dans le ciel de la région entre le 25/07 et le 20/08. Aucune enquête officielle n'étant réalisée, ce sont des bénévoles passionnés, qui font ce travail d'enquêtes.	
Un chercheur installé à Peymeinade met en évidence une possible origine extra terrestre de la vie. Sa thèse est confirmée par une équipe internationale d'astronomes. Marcel Devienne et son équipe ont produit des molécules de vie à partir du vide cosmique.	
"Ya -t-il eu des ovnis en Lorraine ou Champagne Ardenne ? . Le centre national d'études spatiales a mis en ligne sur internet une partie de ses dossiers. Sur les 650 cas étranges analysés en France, 19 concernent la Lorraine et 13 la Champagne Ardenne. Evidemment ces révélations passionnent les ufologues. Ceux qui s'intéressent au phénomène des ovnis comme Jean-Luc LEMAIRE en direct depuis Charleville. Parle des images étranges filmées à Floing que l'on peut retrouver sur internet grâce aux enquêtes du CNES ; en fait il s'agirait d'un ULM parle d'un cas à Rémilly où une personne ayant vu une lumière étrange a eu ensuite des douleurs"	
"Pierre Lacombe, notre petit Martien, reçoit Pierre Lagrange pour la question du jour ""Les extra-terrestres sont-ils parmi nous ?"""	
"Extrait d'un reportage diffusé demain dans le magazine ""Périphériques"" et consacré à la vie extraterrestre."	
Ce soir France 3 diffusera un magazine consacré à la station Concordia. Une de nos équipes, Pacôme LE MAT et Fabien TORMOS, a passé plusieurs semaines en compagnie des hommes et des femmes qui travaillent là-bas par moins 50 degrés.	
